seq known correct t5 t3 mut add mapped amb
hsa-mir-6814_hsa-miR-6814-5p_8:27_2:0_mut:null_add:null hsa-miR-6814-5p True False False False False hsa-miR-6814-5p 1
hsa-mir-1322_hsa-miR-1322_50:68_-1:-1_mut:null_add:null hsa-miR-1322 True True False False False hsa-miR-1322 1
hsa-mir-3937_hsa-miR-3937_60:82_-1:-1_mut:null_add:null hsa-miR-3937 True True False False False hsa-miR-3937 1
hsa-mir-3973_hsa-miR-3973_84:105_0:-1_mut:null_add:null hsa-miR-3973 False True False False False hsa-miR-3973 1
hsa-mir-6075_hsa-miR-6075_70:89_0:-1_mut:null_add:null hsa-miR-6075 False True False False False hsa-miR-6075 1
hsa-mir-940_hsa-miR-940_61:79_1:-1_mut:null_add:null hsa-miR-940 True True False False False hsa-miR-940 1
hsa-mir-4756_hsa-miR-4756-5p_15:33_3:-1_mut:null_add:null hsa-miR-4756-5p True True False False False hsa-miR-4756-5p 1
hsa-mir-3649_hsa-miR-3649_49:64_2:-1_mut:null_add:null hsa-miR-3649 True True False False False hsa-miR-3649 1
hsa-mir-6879_hsa-miR-6879-5p_8:26_2:-1_mut:null_add:null hsa-miR-6879-5p True True False False False hsa-miR-6879-5p 1
hsa-mir-495_hsa-miR-495-5p_13:33_-1:-2_mut:null_add:null hsa-miR-495-5p True True False False False hsa-miR-495-5p 1
hsa-mir-5100_hsa-miR-5100_69:88_1:-1_mut:null_add:ATT hsa-miR-5100 True True False True False hsa-miR-5100 1
hsa-mir-4453_hsa-miR-4453_8:24_3:0_mut:null_add:AAT hsa-miR-4453 True False False True False hsa-miR-4453 1
hsa-mir-425_hsa-miR-425-5p_12:35_-2:-1_mut:20T_add:null hsa-miR-425-5p True True True False False hsa-miR-425-5p 1
hsa-mir-217_hsa-miR-217_35:56_0:-1_mut:null_add:null hsa-miR-217 False True False False False hsa-miR-217 1
hsa-mir-4652_hsa-miR-4652-5p_8:30_-2:-1_mut:null_add:null hsa-miR-4652-5p True True False False False hsa-miR-4652-5p 1
hsa-mir-8080_hsa-miR-8080_12:31_1:-2_mut:null_add:AA hsa-miR-8080 True True False True False hsa-miR-8080 1
hsa-mir-16-1_hsa-miR-16-5p_18:34_4:-1_mut:null_add:null hsa-miR-16-5p True True False False False hsa-miR-16-5p 2
hsa-mir-1292_hsa-miR-1292-5p_3:27_0:0_mut:null_add:TA hsa-miR-1292-5p False False False True False hsa-miR-1292-5p 1
hsa-mir-605_hsa-miR-605-5p_17:37_1:-1_mut:null_add:null hsa-miR-605-5p True True False False False hsa-miR-605-5p 1
hsa-mir-34b_hsa-miR-34b-5p_11:35_-2:0_mut:null_add:A hsa-miR-34b-5p True False False True False hsa-miR-34b-5p 1
hsa-mir-5707_hsa-miR-5707_10:30_0:-1_mut:null_add:null hsa-miR-5707 False True False False False hsa-miR-5707 1
hsa-mir-8080_hsa-miR-8080_12:31_1:-2_mut:null_add:AT hsa-miR-8080 True True False True False hsa-miR-8080 1
hsa-mir-1302-8_hsa-miR-1302_69:85_3:-1_mut:null_add:T hsa-miR-1302 True True False True False hsa-miR-1302 11
hsa-mir-3176_hsa-miR-3176_59:77_-1:-1_mut:null_add:null hsa-miR-3176 True True False False False hsa-miR-3176 1
hsa-mir-7113_hsa-miR-7113-5p_5:22_3:0_mut:null_add:null hsa-miR-7113-5p True False False False False hsa-miR-7113-5p 1
hsa-mir-8067_hsa-miR-8067_12:30_1:-2_mut:null_add:null hsa-miR-8067 True True False False False hsa-miR-8067 1
hsa-mir-4662b_hsa-miR-4662b_54:69_4:-2_mut:null_add:null hsa-miR-4662b True True False False False hsa-miR-4662a-5p 2
hsa-mir-1180_hsa-miR-1180-5p_5:26_-2:-1_mut:22A_add:null hsa-miR-1180-5p True True True False False hsa-miR-1180-5p 1
hsa-mir-4999_hsa-miR-4999-5p_23:40_2:-1_mut:null_add:null hsa-miR-4999-5p True True False False False hsa-miR-4999-5p 2
hsa-mir-6797_hsa-miR-6797-5p_7:29_1:-1_mut:null_add:null hsa-miR-6797-5p True True False False False hsa-miR-6797-5p 1
hsa-mir-8085_hsa-miR-8085_14:30_3:-1_mut:null_add:AAT hsa-miR-8085 True True False True False hsa-miR-8085 1
hsa-mir-5009_hsa-miR-5009-5p_22:43_1:-1_mut:null_add:null hsa-miR-5009-5p True True False False False hsa-miR-5009-5p 1
hsa-mir-326_hsa-miR-326_58:78_-2:-1_mut:null_add:ATA hsa-miR-326 True True False True False hsa-miR-326 1
hsa-mir-6867_hsa-miR-6867-5p_7:28_1:0_mut:null_add:AT hsa-miR-6867-5p True False False True False hsa-miR-6867-5p 1
hsa-mir-1180_hsa-miR-1180-5p_9:26_2:-1_mut:null_add:TTA hsa-miR-1180-5p True True False True False hsa-miR-1180-5p 1
hsa-mir-4637_hsa-miR-4637_58:81_-2:0_mut:null_add:null hsa-miR-4637 True False False False False hsa-miR-4637 1
hsa-mir-5701-1_hsa-miR-5701_14:27_4:-1_mut:null_add:null hsa-miR-5701 True True False False False hsa-miR-5701 2
hsa-mir-4512_hsa-miR-4512_53:69_4:-1_mut:null_add:null hsa-miR-4512 True True False False False hsa-miR-4512 1
hsa-mir-1237_hsa-miR-1237-5p_49:70_-1:0_mut:null_add:null hsa-miR-1237-5p True False False False False hsa-miR-1237-5p 1
hsa-mir-548b_hsa-miR-548b-5p_26:45_1:-1_mut:null_add:null hsa-miR-548b-5p True True False False False hsa-miR-548b-5p 1
hsa-mir-23a_hsa-miR-23a-5p_11:30_2:0_mut:null_add:null hsa-miR-23a-5p True False False False False hsa-miR-23a-5p 1
hsa-mir-6723_hsa-miR-6723-5p_11:31_0:-1_mut:null_add:null hsa-miR-6723-5p False True False False False hsa-miR-6723-5p 1
hsa-mir-369_hsa-miR-369-5p_13:28_4:-2_mut:null_add:null hsa-miR-369-5p True True False False False hsa-miR-369-5p 1
hsa-mir-1471_hsa-miR-1471_1:22_0:0_mut:null_add:null hsa-miR-1471 False False False False False hsa-miR-1471 1
hsa-mir-573_hsa-miR-573_18:38_2:-1_mut:20A_add:null hsa-miR-573 True True True False False hsa-miR-573 1
hsa-mir-6085_hsa-miR-6085_83:100_0:-1_mut:null_add:AT hsa-miR-6085 False True False True False hsa-miR-6085 1
hsa-mir-770_hsa-miR-770-5p_19:41_-1:-1_mut:null_add:null hsa-miR-770-5p True True False False False hsa-miR-770-5p 1
hsa-mir-1911_hsa-miR-1911-5p_10:33_-2:-1_mut:21A_add:null hsa-miR-1911-5p True True True False False hsa-miR-1911-5p 1
hsa-mir-4781_hsa-miR-4781-5p_16:33_3:0_mut:15A_add:null hsa-miR-4781-5p True False True False False hsa-miR-4781-5p 1
hsa-mir-659_hsa-miR-659-5p_24:42_2:-1_mut:null_add:T hsa-miR-659-5p True True False True False hsa-miR-659-5p 1
hsa-mir-7-1_hsa-miR-7-5p_22:45_-2:-1_mut:null_add:null hsa-miR-7-5p True True False False False hsa-miR-7-5p 2
hsa-let-7b_hsa-let-7b-5p_7:26_1:-1_mut:null_add:null hsa-let-7b-5p True True False False False hsa-let-7b-5p 1
hsa-mir-6751_hsa-miR-6751-5p_9:27_3:-1_mut:null_add:null hsa-miR-6751-5p True True False False False hsa-miR-6751-5p 1
hsa-mir-105-1_hsa-miR-105-5p_14:34_1:-1_mut:null_add:null hsa-miR-105-5p True True False False False hsa-miR-105-5p 2
hsa-mir-4655_hsa-miR-4655-5p_13:29_3:-2_mut:null_add:T hsa-miR-4655-5p True True False True False hsa-miR-4655-5p 1
hsa-mir-135a-1_hsa-miR-135a-5p_18:38_1:-1_mut:9G_add:ATT hsa-miR-135a-5p True True True True False hsa-miR-135a-5p 1
hsa-mir-517a_hsa-miR-517-5p_14:35_-1:-1_mut:null_add:null hsa-miR-517-5p True True False False False hsa-miR-517-5p 3
hsa-mir-16-1_hsa-miR-16-5p_13:34_-1:-1_mut:null_add:null hsa-miR-16-5p True True False False False hsa-miR-16-5p 1
hsa-mir-6871_hsa-miR-6871-5p_7:26_1:-1_mut:null_add:null hsa-miR-6871-5p True True False False False hsa-miR-6871-5p 1
hsa-mir-6764_hsa-miR-6764-5p_8:26_2:-1_mut:null_add:null hsa-miR-6764-5p True True False False False hsa-miR-6764-5p 1
hsa-mir-4419b_hsa-miR-4419b_41:58_-1:-1_mut:null_add:null hsa-miR-4419b True True False False False hsa-miR-4419b 1
hsa-mir-6811_hsa-miR-6811-5p_5:22_3:-1_mut:null_add:null hsa-miR-6811-5p True True False False False hsa-miR-6811-5p 1
hsa-mir-4768_hsa-miR-4768-5p_12:28_3:-2_mut:null_add:null hsa-miR-4768-5p True True False False False hsa-miR-4768-5p 1
hsa-mir-891b_hsa-miR-891b_11:31_0:-1_mut:null_add:null hsa-miR-891b False True False False False hsa-miR-891b 1
hsa-mir-4656_hsa-miR-4656_9:30_-1:-2_mut:null_add:null hsa-miR-4656 True True False False False hsa-miR-4656 1
hsa-mir-612_hsa-miR-612_18:39_2:-1_mut:null_add:null hsa-miR-612 True True False False False hsa-miR-612 1
hsa-mir-6075_hsa-miR-6075_74:90_4:0_mut:null_add:null hsa-miR-6075 True False False False False hsa-miR-6075 1
hsa-mir-342_hsa-miR-342-5p_19:38_0:-1_mut:null_add:null hsa-miR-342-5p False True False False False hsa-miR-342-5p 1
hsa-mir-185_hsa-miR-185-5p_13:35_-2:-1_mut:null_add:AAA hsa-miR-185-5p True True False True False hsa-miR-185-5p 1
hsa-mir-802_hsa-miR-802_21:39_3:-1_mut:1G_add:null hsa-miR-802 True True True False False hsa-miR-802 1
hsa-mir-4283-1_hsa-miR-4283_13:27_2:0_mut:null_add:null hsa-miR-4283 True False False False False hsa-miR-4283 2
hsa-mir-18b_hsa-miR-18b-5p_10:26_4:-2_mut:null_add:AAT hsa-miR-18b-5p True True False True False hsa-miR-18b-5p 1
hsa-mir-593_hsa-miR-593-5p_19:39_3:-1_mut:null_add:null hsa-miR-593-5p True True False False False hsa-miR-593-5p 1
hsa-mir-548n_hsa-miR-548n_12:30_2:-1_mut:null_add:null hsa-miR-548n True True False False False hsa-miR-548n 2
hsa-mir-8089_hsa-miR-8089_51:70_2:-2_mut:null_add:TT hsa-miR-8089 True True False True False hsa-miR-8089 1
hsa-mir-1197_hsa-miR-1197_58:76_1:-1_mut:null_add:ATA hsa-miR-1197 True True False True False hsa-miR-1197 1
hsa-mir-5197_hsa-miR-5197-5p_29:48_2:-1_mut:null_add:null hsa-miR-5197-5p True True False False False hsa-miR-5197-5p 1
hsa-mir-133a-1_hsa-miR-133a-5p_17:35_1:-2_mut:null_add:AT hsa-miR-133a-5p True True False True False hsa-miR-133a-5p 2
hsa-mir-6778_hsa-miR-6778-5p_7:26_1:-1_mut:null_add:A hsa-miR-6778-5p True True False True False hsa-miR-6778-5p 1
hsa-mir-7848_hsa-miR-7848-3p_65:86_-1:-2_mut:19T_add:null hsa-miR-7848-3p True True True False False hsa-miR-7848-3p 1
hsa-mir-3663_hsa-miR-3663-5p_20:39_-1:-2_mut:null_add:null hsa-miR-3663-5p True True False False False hsa-miR-3663-5p 1
hsa-mir-6728_hsa-miR-6728-5p_5:27_-1:-1_mut:null_add:null hsa-miR-6728-5p True True False False False hsa-miR-6728-5p 1
hsa-mir-424_hsa-miR-424-5p_9:31_-2:-1_mut:null_add:null hsa-miR-424-5p True True False False False hsa-miR-424-5p 1
hsa-mir-3913-1_hsa-miR-3913-5p_26:43_3:-1_mut:null_add:TAT hsa-miR-3913-5p True True False True False hsa-miR-3913-3p 4
hsa-mir-598_hsa-miR-598-5p_27:45_3:-1_mut:null_add:null hsa-miR-598-5p True True False False False hsa-miR-598-5p 1
hsa-mir-548aw_hsa-miR-548aw_8:26_0:-1_mut:null_add:null hsa-miR-548aw False True False False False hsa-miR-548aw 1
hsa-mir-4748_hsa-miR-4748_11:29_1:-1_mut:null_add:A hsa-miR-4748 True True False True False hsa-miR-4748 1
hsa-mir-140_hsa-miR-140-5p_21:42_-2:-2_mut:6C_add:null hsa-miR-140-5p True True True False False hsa-miR-140-5p 1
hsa-mir-6719_hsa-miR-6719-3p_60:76_4:-1_mut:null_add:null hsa-miR-6719-3p True True False False False hsa-miR-6719-3p 1
hsa-mir-1537_hsa-miR-1537-5p_1:23_-2:-1_mut:null_add:null hsa-miR-1537-5p True True False False False hsa-miR-1537-5p 1
hsa-mir-665_hsa-miR-665_44:61_1:-1_mut:null_add:null hsa-miR-665 True True False False False hsa-miR-665 1
hsa-mir-6511a-1_hsa-miR-6511a-5p_8:26_3:-1_mut:null_add:AT hsa-miR-6511a-5p True True False True False hsa-miR-6511a-5p 6
hsa-mir-1199_hsa-miR-1199-5p_19:39_-2:-1_mut:null_add:null hsa-miR-1199-5p True True False False False hsa-miR-1199-5p 1
hsa-mir-133b_hsa-miR-133b_64:86_-2:-1_mut:null_add:null hsa-miR-133b True True False False False hsa-miR-133b 1
hsa-mir-4686_hsa-miR-4686_14:31_4:-1_mut:null_add:null hsa-miR-4686 True True False False False hsa-miR-4686 1
hsa-mir-34c_hsa-miR-34c-5p_12:35_-1:0_mut:null_add:null hsa-miR-34c-5p True False False False False hsa-miR-34c-5p 1
hsa-mir-433_hsa-miR-433-5p_11:32_-1:-1_mut:null_add:null hsa-miR-433-5p True True False False False hsa-miR-433-5p 1
hsa-mir-3145_hsa-miR-3145-5p_14:33_2:0_mut:null_add:AAA hsa-miR-3145-5p True False False True False hsa-miR-3145-5p 1
hsa-mir-3687-1_hsa-miR-3687_38:57_3:-1_mut:null_add:null hsa-miR-3687 True True False False False hsa-miR-3687 1
hsa-mir-6770-2_hsa-miR-6770-5p_7:28_1:-1_mut:null_add:TT hsa-miR-6770-5p True True False True False hsa-miR-6770-5p 3
hsa-mir-4274_hsa-miR-4274_64:80_0:-1_mut:null_add:null hsa-miR-4274 False True False False False hsa-miR-4274 1
hsa-mir-1267_hsa-miR-1267_15:31_3:-1_mut:null_add:null hsa-miR-1267 True True False False False hsa-miR-1267 1
hsa-mir-3166_hsa-miR-3166_63:81_3:-1_mut:3C_add:null hsa-miR-3166 True True True False False hsa-miR-3166 1
hsa-mir-6717_hsa-miR-6717-5p_11:31_0:-1_mut:3C_add:null hsa-miR-6717-5p False True True False False hsa-miR-6717-5p 1
hsa-mir-20a_hsa-miR-20a-5p_7:29_-1:-1_mut:null_add:null hsa-miR-20a-5p True True False False False hsa-miR-20a-5p 1
hsa-mir-92a-2_hsa-miR-92a-2-5p_8:29_-1:-1_mut:null_add:null hsa-miR-92a-2-5p True True False False False hsa-miR-92a-2-5p 1
hsa-mir-542_hsa-miR-542-5p_16:38_0:0_mut:null_add:A hsa-miR-542-5p False False False True False hsa-miR-542-5p 1
hsa-mir-133a-1_hsa-miR-133a-5p_16:36_0:-1_mut:20T_add:null hsa-miR-133a-5p False True True False False hsa-miR-133a-5p 2
hsa-mir-33a_hsa-miR-33a-5p_5:25_-1:-1_mut:null_add:null hsa-miR-33a-5p True True False False False hsa-miR-33a-5p 1
hsa-mir-5087_hsa-miR-5087_11:31_0:-2_mut:null_add:null hsa-miR-5087 False True False False False hsa-miR-5087 1
hsa-mir-6795_hsa-miR-6795-5p_6:29_0:0_mut:null_add:null hsa-miR-6795-5p False False False False False hsa-miR-6795-5p 1
hsa-mir-92a-1_hsa-miR-92a-1-5p_10:31_-1:-2_mut:2T_add:null hsa-miR-92a-1-5p True True True False False hsa-miR-92a-1-5p 1
hsa-mir-4738_hsa-miR-4738-5p_19:40_-1:-1_mut:14C_add:null hsa-miR-4738-5p True True True False False hsa-miR-4738-5p 1
hsa-mir-5589_hsa-miR-5589-5p_1:21_0:0_mut:null_add:null hsa-miR-5589-5p False False False False False hsa-miR-5589-5p 1
hsa-mir-3173_hsa-miR-3173-5p_9:26_4:0_mut:null_add:null hsa-miR-3173-5p True False False False False hsa-miR-3173-5p 1
hsa-mir-4516_hsa-miR-4516_4:18_2:0_mut:null_add:null hsa-miR-4516 True False False False False hsa-miR-4516 1
hsa-mir-422a_hsa-miR-422a_12:31_2:0_mut:null_add:null hsa-miR-422a True False False False False hsa-miR-422a 1
hsa-mir-4252_hsa-miR-4252_35:52_0:-1_mut:null_add:null hsa-miR-4252 False True False False False hsa-miR-4252 1
hsa-mir-3130-1_hsa-miR-3130-5p_17:32_4:-1_mut:null_add:null hsa-miR-3130-5p True True False False False hsa-miR-3130-5p 4
hsa-mir-711_hsa-miR-711_44:62_1:-2_mut:null_add:ATA hsa-miR-711 True True False True False hsa-miR-711 1
hsa-mir-3128_hsa-miR-3128_9:25_4:-2_mut:null_add:null hsa-miR-3128 True True False False False hsa-miR-3128 1
hsa-mir-3147_hsa-miR-3147_9:29_3:0_mut:null_add:null hsa-miR-3147 True False False False False hsa-miR-3147 1
hsa-mir-1185-1_hsa-miR-1185-5p_16:34_1:-1_mut:null_add:T hsa-miR-1185-5p True True False True False hsa-miR-1185-5p 2
hsa-mir-3655_hsa-miR-3655_4:20_3:-1_mut:null_add:ATT hsa-miR-3655 True True False True False hsa-miR-3655 1
hsa-mir-450a-2_hsa-miR-450a-5p_26:42_3:-2_mut:null_add:null hsa-miR-450a-5p True True False False False hsa-miR-450a-5p 2
hsa-mir-4313_hsa-miR-4313_12:29_1:-1_mut:18T_add:T hsa-miR-4313 True True True True False hsa-miR-4313 1
hsa-mir-6080_hsa-miR-6080_39:56_1:0_mut:16A_add:AT hsa-miR-6080 True False True True False hsa-miR-6080 1
hsa-mir-6871_hsa-miR-6871-5p_9:25_3:-2_mut:null_add:null hsa-miR-6871-5p True True False False False hsa-miR-6871-5p 1
hsa-mir-1282_hsa-miR-1282_12:27_3:-1_mut:null_add:null hsa-miR-1282 True True False False False hsa-miR-1282 1
hsa-mir-3916_hsa-miR-3916_23:44_3:-1_mut:null_add:TTT hsa-miR-3916 True True False True False hsa-miR-3916 1
hsa-mir-6894_hsa-miR-6894-5p_4:29_-2:0_mut:null_add:null hsa-miR-6894-5p True False False False False hsa-miR-6894-5p 1
hsa-mir-1343_hsa-miR-1343-5p_17:35_2:-1_mut:null_add:null hsa-miR-1343-5p True True False False False hsa-miR-1343-5p 1
hsa-mir-199b_hsa-miR-199b-5p_25:48_-1:0_mut:null_add:null hsa-miR-199b-5p True False False False False hsa-miR-199b-5p 1
hsa-mir-4636_hsa-miR-4636_10:30_0:-1_mut:null_add:null hsa-miR-4636 False True False False False hsa-miR-4636 1
hsa-mir-3974_hsa-miR-3974_12:32_2:0_mut:null_add:null hsa-miR-3974 True False False False False hsa-miR-3974 1
hsa-mir-6887_hsa-miR-6887-5p_4:26_-2:-2_mut:null_add:null hsa-miR-6887-5p True True False False False hsa-miR-6887-5p 1
hsa-mir-4734_hsa-miR-4734_45:61_4:-1_mut:null_add:null hsa-miR-4734 True True False False False hsa-miR-4734 1
hsa-mir-6513_hsa-miR-6513-5p_3:24_0:-1_mut:null_add:T hsa-miR-6513-5p False True False True False hsa-miR-6513-5p 1
hsa-mir-802_hsa-miR-802_17:38_-1:-2_mut:null_add:null hsa-miR-802 True True False False False hsa-miR-802 1
hsa-mir-4693_hsa-miR-4693-5p_9:31_-1:-1_mut:null_add:T hsa-miR-4693-5p True True False True False hsa-miR-4693-5p 1
hsa-mir-1225_hsa-miR-1225-5p_1:22_0:0_mut:19T_add:null hsa-miR-1225-5p False False True False False hsa-miR-1225-5p 1
hsa-mir-595_hsa-miR-595_62:80_1:-1_mut:19T_add:A hsa-miR-595 True True True True False hsa-miR-595 1
hsa-mir-6773_hsa-miR-6773-5p_7:28_1:0_mut:null_add:null hsa-miR-6773-5p True False False False False hsa-miR-6773-5p 1
hsa-mir-7151_hsa-miR-7151-5p_1:22_0:-1_mut:null_add:null hsa-miR-7151-5p False True False False False hsa-miR-7151-5p 1
hsa-mir-378b_hsa-miR-378b_35:51_1:-1_mut:null_add:null hsa-miR-378b True True False False False hsa-miR-378b 1
hsa-mir-8086_hsa-miR-8086_15:32_4:0_mut:null_add:null hsa-miR-8086 True False False False False hsa-miR-8086 1
hsa-mir-4529_hsa-miR-4529-5p_9:26_3:-1_mut:null_add:null hsa-miR-4529-5p True True False False False hsa-miR-4529-3p 2
hsa-mir-4538_hsa-miR-4538_2:20_1:-2_mut:null_add:A hsa-miR-4538 True True False True False hsa-miR-4538 1
hsa-mir-6129_hsa-miR-6129_20:38_-1:-1_mut:null_add:ATT hsa-miR-6129 True True False True False hsa-miR-6129 1
hsa-mir-4260_hsa-miR-4260_12:27_1:-2_mut:null_add:null hsa-miR-4260 True True False False False hsa-miR-4260 1
hsa-mir-648_hsa-miR-648_14:33_-2:-1_mut:null_add:null hsa-miR-648 True True False False False hsa-miR-648 1
hsa-mir-3691_hsa-miR-3691-5p_16:35_1:-2_mut:null_add:TA hsa-miR-3691-5p True True False True False hsa-miR-3691-5p 1
hsa-mir-507_hsa-miR-507_54:75_-2:-1_mut:null_add:null hsa-miR-507 True True False False False hsa-miR-507 1
hsa-mir-643_hsa-miR-643_59:80_-2:-2_mut:null_add:A hsa-miR-643 True True False True False hsa-miR-643 1
hsa-mir-5000_hsa-miR-5000-5p_24:44_0:-1_mut:null_add:null hsa-miR-5000-5p False True False False False hsa-miR-5000-5p 1
hsa-mir-4656_hsa-miR-4656_8:31_-2:-1_mut:null_add:A hsa-miR-4656 True True False True False hsa-miR-4656 1
hsa-mir-548m_hsa-miR-548m_19:34_4:-1_mut:null_add:null hsa-miR-548m True True False False False hsa-miR-548m 1
hsa-mir-6070_hsa-miR-6070_18:37_-1:0_mut:null_add:null hsa-miR-6070 True False False False False hsa-miR-6070 1
hsa-mir-6854_hsa-miR-6854-5p_9:27_3:-2_mut:null_add:null hsa-miR-6854-5p True True False False False hsa-miR-6854-5p 1
hsa-mir-612_hsa-miR-612_14:39_-2:-1_mut:9T_add:null hsa-miR-612 True True True False False hsa-miR-612 1
hsa-mir-4281_hsa-miR-4281_34:52_-1:0_mut:null_add:null hsa-miR-4281 True False False False False hsa-miR-4281 1
hsa-mir-3689d-1_hsa-miR-3689d_1:22_-1:-1_mut:2C_add:null hsa-miR-3689d True True True False False hsa-miR-3689d 2
hsa-mir-4530_hsa-miR-4530_32:49_-1:-1_mut:null_add:TT hsa-miR-4530 True True False True False hsa-miR-4530 1
hsa-mir-6816_hsa-miR-6816-5p_10:25_4:-1_mut:null_add:null hsa-miR-6816-5p True True False False False hsa-miR-6816-5p 1
hsa-mir-545_hsa-miR-545-5p_24:45_-1:-1_mut:null_add:A hsa-miR-545-5p True True False True False hsa-miR-545-5p 1
hsa-mir-4729_hsa-miR-4729_12:30_2:-1_mut:null_add:TT hsa-miR-4729 True True False True False hsa-miR-4729 1
hsa-mir-1305_hsa-miR-1305_53:72_2:0_mut:null_add:null hsa-miR-1305 True False False False False hsa-miR-1305 1
hsa-mir-505_hsa-miR-505-5p_17:35_2:-1_mut:null_add:ATA hsa-miR-505-5p True True False True False hsa-miR-505-5p 1
hsa-mir-7515_hsa-miR-7515_44:61_-2:-2_mut:null_add:null hsa-miR-7515 True True False False False hsa-miR-7515 1
hsa-mir-4436b-1_hsa-miR-4436b-5p_16:34_3:0_mut:null_add:null hsa-miR-4436b-5p True False False False False hsa-miR-4436b-5p 2
hsa-mir-92a-1_hsa-miR-92a-1-5p_10:33_-1:0_mut:null_add:AA hsa-miR-92a-1-5p True False False True False hsa-miR-92a-1-5p 1
hsa-mir-3672_hsa-miR-3672_18:36_3:-1_mut:null_add:null hsa-miR-3672 True True False False False hsa-miR-3672 1
hsa-mir-6877_hsa-miR-6877-5p_6:26_0:-1_mut:18T_add:TT hsa-miR-6877-5p False True True True False hsa-miR-6877-5p 1
hsa-mir-2113_hsa-miR-2113_59:75_3:-1_mut:null_add:A hsa-miR-2113 True True False True False hsa-miR-2113 1
hsa-mir-3198-2_hsa-miR-3198_52:69_3:-1_mut:null_add:null hsa-miR-3198 True True False False False hsa-miR-3198 2
hsa-mir-4270_hsa-miR-4270_14:29_3:-1_mut:null_add:null hsa-miR-4270 True True False False False hsa-miR-4270 1
hsa-mir-611_hsa-miR-611_42:61_2:-1_mut:null_add:null hsa-miR-611 True True False False False hsa-miR-611 1
hsa-mir-548h-5_hsa-miR-548h-5p_1:23_-2:-1_mut:null_add:null hsa-miR-548h-5p True True False False False hsa-miR-548h-5p 5
hsa-mir-6758_hsa-miR-6758-5p_8:27_2:-1_mut:null_add:null hsa-miR-6758-5p True True False False False hsa-miR-6758-5p 1
hsa-mir-4324_hsa-miR-4324_43:62_0:0_mut:null_add:null hsa-miR-4324 False False False False False hsa-miR-4324 1
hsa-mir-1276_hsa-miR-1276_11:30_-1:-1_mut:null_add:null hsa-miR-1276 True True False False False hsa-miR-1276 1
hsa-mir-1537_hsa-miR-1537-5p_7:22_4:-2_mut:null_add:null hsa-miR-1537-5p True True False False False hsa-miR-1537-5p 1
hsa-mir-1228_hsa-miR-1228-5p_2:20_1:-1_mut:null_add:null hsa-miR-1228-5p True True False False False hsa-miR-1228-5p 1
hsa-mir-5739_hsa-miR-5739_57:75_0:-1_mut:null_add:TT hsa-miR-5739 False True False True False hsa-miR-5739 1
hsa-mir-6797_hsa-miR-6797-5p_8:29_2:-1_mut:null_add:null hsa-miR-6797-5p True True False False False hsa-miR-6797-5p 1
hsa-mir-3687-2_hsa-miR-3687_36:56_1:-2_mut:9C_add:null hsa-miR-3687 True True True False False hsa-miR-3687 1
hsa-mir-5685_hsa-miR-5685_8:30_-2:-1_mut:null_add:null hsa-miR-5685 True True False False False hsa-miR-5685 1
hsa-mir-1286_hsa-miR-1286_50:65_3:-2_mut:null_add:null hsa-miR-1286 True True False False False hsa-miR-1286 1
hsa-mir-3156-2_hsa-miR-3156-5p_13:29_4:-1_mut:null_add:null hsa-miR-3156-5p True True False False False hsa-miR-3156-5p 3
hsa-mir-193b_hsa-miR-193b-5p_15:34_1:-1_mut:null_add:TT hsa-miR-193b-5p True True False True False hsa-miR-193b-5p 1
hsa-mir-500a_hsa-miR-500a-5p_11:34_-2:-1_mut:null_add:AAT hsa-miR-500a-5p True True False True False hsa-miR-500b-5p 2
hsa-mir-3150a_hsa-miR-3150a-5p_10:31_-2:-2_mut:null_add:ATA hsa-miR-3150a-5p True True False True False hsa-miR-3150a-5p 2
hsa-mir-4774_hsa-miR-4774-5p_10:31_-1:-1_mut:null_add:null hsa-miR-4774-5p True True False False False hsa-miR-4774-5p 1
hsa-mir-517a_hsa-miR-517-5p_15:34_0:-2_mut:null_add:TTT hsa-miR-517-5p False True False True False hsa-miR-517-5p 3
hsa-mir-3910-2_hsa-miR-3910_48:68_-2:-1_mut:6A_add:AA hsa-miR-3910 True True True True False hsa-miR-3910 2
hsa-mir-637_hsa-miR-637_59:83_-2:-1_mut:20A_add:null hsa-miR-637 True True True False False hsa-miR-637 1
hsa-mir-6836_hsa-miR-6836-5p_5:26_-1:-1_mut:null_add:ATA hsa-miR-6836-5p True True False True False hsa-miR-6836-5p 1
hsa-mir-5008_hsa-miR-5008-5p_23:42_1:-1_mut:null_add:TTA hsa-miR-5008-5p True True False True False hsa-miR-5008-5p 1
hsa-mir-4518_hsa-miR-4518_54:75_4:0_mut:3A_add:null hsa-miR-4518 True False True False False hsa-miR-4518 1
hsa-mir-548v_hsa-miR-548v_50:69_1:-1_mut:null_add:ATT hsa-miR-548v True True False True False hsa-miR-548v 1
hsa-mir-3614_hsa-miR-3614-5p_18:36_3:-1_mut:null_add:null hsa-miR-3614-5p True True False False False hsa-miR-3614-5p 1
hsa-mir-4679-1_hsa-miR-4679_9:29_0:-1_mut:5C_add:null hsa-miR-4679 False True True False False hsa-miR-4679 2
hsa-mir-4763_hsa-miR-4763-5p_18:38_-1:-1_mut:19A_add:TA hsa-miR-4763-5p True True True True False hsa-miR-4763-5p 1
